,recipe_name,Ingredients,Ingredients_alpha
11,"[' Mérou en ragout ', '']",-   mérou      - tomates  -  huile - oignon      -    ail  -   menthe     -   persil      -   poivre rouge  -   cumin  -    poivre noir  -    sel - citron   ,"{'cumin': 332, 'huile': 901, 'mérou': 565, 'menthe': 262, 'ail': 259, 'sel': 778, 'oignon': 348, 'poivre noir': 399, 'tomates': 364, 'poivre rouge': 339, 'citron': 240, 'persil': 338}"
12,"[' Mèrou frite kabyle ', 'badjidj maqli ', '']",-   mèrou  -   haricots rouges -   oignons    -    ail  - bouquet garni - poivron rouge -     persil  -sel -   farine -huile     ,"{'haricots rouges': None, 'mèrou': 565, 'farine': 920, 'huile': 901, 'ail': 259, 'persil': 338, 'poivron rouge': 339, 'sel': 778, 'carottes': 368, 'navet': 358, 'poireau': 345, 'céleri': 329, 'oignons': 348}"
13,"[' Mulet en sauce ', '']",-   mulet  - oignon      -   persil  -    ail  -   menthe  -   tabel  -   poivre rouge  -    poivre noir  -    carvi  -   tomates  -   huile  olive  -    ail  -    laurier  -   harissa  -    poivre noir  -   sel  ,"{'tomates': 364, 'ail': 259, 'tabel': None, 'huile  olive': 979, 'mulet': 592, 'piment rouge ': 362, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'oignon': 348, 'poivre noir': 399, 'menthe': 262, 'poivre rouge': 339, 'persil': 338, 'carvi': 326, 'laurier': 305}"
14,"[' Pageots à la tomate', '']",-   pageots  -   tomates  -    ail  -    huile  -   persil  -   gingembre  -  safran  -    piment fort    -    sel -   chermoula -écorces   citron    -  olives   -     coriandre  -    ail  -   huile  -   cumin  -   poivre rouge  -    piment fort   -    sel   ,"{'cumin': 332, 'pageots': 151, 'olives': 307, 'coriandre': 254, 'huile': 901, 'ail': 259, 'gingembre': 333, 'écorces   citron': 114, 'safran': 340, 'oignon': 348, 'persil': 338, 'poivre rouge': 339, 'poivre noir': 399, 'citron': 240, 'farine': 920, 'sel': 778, 'tomates': 364, 'piment fort': 362}"
15,"[' Poisson farci au riz ', '']",- poisson     -   tomates  -   beurre -   riz  -   olives      -écorces de  citron    - piment fort -   coriandre  -    ail  -   huile  olive -   cumin  -   poivre rouge  -    piment fort    -    sel  -   eau   ,"{'cumin': 332, 'olives': 307, 'riz': 55, 'coriandre': 254, 'beurre': 60, 'eau': 794, 'ail': 259, 'huile  olive': 979, 'écorces de  citron': 114, 'poisson': 151, 'sel': 778, 'tomates': 364, 'poivre rouge': 339, 'piment fort': 362}"
16,"[' Poisson en sauce vinaigrée ', 'Hout khmiri ', '']",- poisson    -   pommes de terre -   vinaigre -   beurre  -   poivre noir  -    safran  -sel  ,"{'pommes de terre': 373, 'beurre': 60, 'safran': 340, 'poisson': 151, 'sel': 778, 'poivre noir': 399, 'vinaigre': 322}"
17,"[' Raie en sauce ', 'Raya chtéteha ', '']",- raie -   tomates -     persil  -   thym     -    laurier      -   huile  - piment rouge    -    poivre rouge  -   cumin      -    sel  -    ail   ,"{'cumin': 332, 'huile': 901, 'ail': 259, 'sel': 778, 'thym': 269, 'raie': 547, 'piment rouge': 362, 'tomates': 364, 'poivre rouge': 339, 'persil': 338, 'laurier': 305}"
18,"[' Rougets à la marocaine ', '']",-   rougets  -   huile  olive  - oignons  - œufs  -    poivre noir  -    safran  -    sel  ,"{'œufs': 0, 'huile  olive': 979, 'safran': 340, 'rougets': 151, 'sel': 778, 'poivre noir': 399, 'oignons': 348}"
19,"["" Sardines à l'escabèche "", 'Scabitch sardine', '']",-   sardines  -    ail  -   oignons    -   tomates  -   huile  olive  -   thym  -   laurier  -   vinaigre -    sel -    poivre noir  -    poivre rouge   ,"{'ail': 259, 'huile  olive': 979, 'sel': 778, 'thym': 269, 'sardines': 683, 'poivre noir': 399, 'tomates': 364, 'poivre rouge': 339, 'oignons': 348, 'vinaigre': 322, 'laurier': 305}"
20,"[' Sardines farcies ', '']",-   sardines  -   chapelure  - œufs  -   gruyère   -   persil  -     ail  -   huile  olive -   cumin  -   poivre noir  -    sel - citron   ,"{'cumin': 332, 'œufs': 0, 'gruyère': 73, 'ail': 259, 'chapelure': 2, 'huile  olive': 979, 'sel': 778, 'poivre noir': 399, 'sardines': 683, 'citron': 240, 'persil': 338}"
21,"[' Boulettes de sardines frites ', '']",-   sardines  - oignon      -   persil  -    ail  - œufs  -   farine  -   huile  -   harissa  -   tabel  -    carvi  -    sel -huile     ,"{'farine': 920, 'œufs': 0, 'huile': 901, 'ail': 259, 'tabel': None, 'piment rouge ': 362, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'oignon': 348, 'sardines': 683, 'persil': 338, 'carvi': 326}"
22,"[' Seiches en sauce tomate ', 'Sépia chtéteha ', '']",-    seiches -   huile  -  ail  -   tomates  -    persil  -    coriandre  -   oignon   -   laurier  -   thym  -    sel -   poivre noir  -   poivre rouge   ,"{'coriandre': 254, 'huile': 901, 'ail': 259, 'laurier': 305, 'sel': 778, 'oignon': 348, 'thym': 269, 'poivre noir': 399, 'tomates': 364, 'poivre rouge': 339, 'persil': 338, 'seiches': 545}"
