Unnamed: 0,recipe_name,Ingredients,Ingredients_alpha,eng_Ingredients_alpha,Ingredients_string,pays
3,"[' Banadej au poulet ', '']", -    pommes de terre   - œufs  -   farine  -   persil  -   oignon   -    poivre noir  -sel -huile     ,"{'pommes de terre': 373, 'œufs': 0, 'farine': 920, 'persil': 338, 'oignon': 348, 'poivre noir': 399, 'sel': 778, 'huile': 901}","{'potato ': 373, 'egg': 0, 'flour': 920, 'parsley': 338, 'onion': 348, 'white pepper': 399, 'salt': 778, 'cooking oil': 901}  "," 'potato'  , 'egg' , 'flour' , 'parsley' , 'onion' , 'white pepper'  ,'salt' ,'cooking oil'      ",TUNISIE
5,"["" Brick à l'oeuf "", 'Chaussons aux œufs', '']",-     malsouqa  - œufs  - oignon      -    céleri -    poivre noir  - citron  -sel - œuf  -huile     ,"{'semouline': 869, 'farine': 920, 'sel': 778, 'water': 794, 'œufs': 0, 'oignon': 348, 'céleri': 329, 'poivre noir': 399, 'citron': 240, 'œuf': 0, 'huile': 901}","{'semolina ': 869, 'flour ': 920, 'salt': 778, 'water': 794, 'egg ': 0, 'onion': 348, 'celery': 329, 'white pepper': 399, 'lemon': 240, 'egg': 0, 'cooking oil': 901} ","'semolina' , 'flour' , 'salt' , 'water' , 'egg' , 'onion' , 'celery' ,'white pepper' , 'lemon' ,'egg' , 'cooking oil'",TUNISIE
6,"[' Brik au thon ', '']",-   thon blanc   - œufs  -    fromage   -    beurre -  huile  olives -    persil - oignon  -   câpres  -   malsouqa -    poivre noir  -sel  - citron -huile     ,"{'thon blanc': 679, 'œufs': 0, 'fromage': 62, 'beurre': 60, 'huile  olives': 979, 'persil': 338, 'oignon': 348, 'câpres': 414, 'semouline': 869, 'farine': 920, 'sel': 778, 'water': 794, 'poivre noir': 399, 'citron': 240, 'huile': 901}","{'albacore tuna ': 679, 'egg ': 0, 'cheese': 62, 'butter ': 60, 'cooking oil': 979, 'parsley': 338, 'onion': 348, 'capers ': 414, 'semolina ': 869, 'flour': 920, 'salt': 778, 'water': 794, 'pepper': 399, 'lemon': 240, 'cooking oil': 901}  "," 'albacore tuna', 'egg' , 'cheese' , 'butter' , 'cooking oil' , 'parsley' ,'onion' , 'capers' , 'semolina' , 'flour'  ,'salt'  , 'water' ,'pepper' ,'lemon' , 'cooking oil'",TUNISIE
7,"[' Brik au poulet et aux crevettes', '']",-     -   crevettes    -   oignon  -   smen -   malsouqa -   persil  -    poivre noir -sel -huile    ,"{'crevettes': 145, 'oignon': 348, 'smen': 60, 'semouline': 869, 'farine': 920, 'sel': 778, 'water': 794, 'persil': 338, 'poivre noir': 399, 'huile': 901}","{'trassi': 145, 'onion': 348, 'butter': 60, 'semolina ': 869, 'flour': 920, 'salt': 778, 'water': 794, 'parsley': 338, 'white pepper': 399, 'cooking oil': 901} "," 'trassi' , 'onion' , 'butter' , 'semolina' , 'flour' , 'salt' , 'water' ,'parsley' , 'white pepper' , 'cooking oil'",TUNISIE
8,"[' BRIKA ', '']",-   malsouqa -       -   fromage -   gruyère  - œufs    - œufs     - œuf       -   beurre    -    poivre noir  -sel  ,"{'semouline': 869, 'farine': 920, 'sel': 778, 'water': 794, 'fromage': 62, 'gruyère': 73, 'œufs': 0, 'œuf': 0, 'beurre': 60, 'poivre noir': 399}","{'semolina ': 869, 'flour': 920, 'salt': 778, 'water': 794, 'cheese': 62, 'gruyere cheese ': 73, 'egg ': 0, 'egg ': 0, 'butter': 60, 'white pepper': 399} "," 'semolina' , 'flour' , 'salt', 'gruyere cheese' , 'water' , 'egg'  , 'egg' , 'butter' , 'white pepper', 'cheese'",TUNISIE
16,"[' Croquettes à la mie de pain (kefta)', '']",-   mie de pain    - œufs  - oignon     -   persil  -   beurre -  lait -   tabel  -   poivre noir -  sel -huile    ,"{'mie de pain': 2, 'œufs': 0, 'oignon': 348, 'persil': 338, 'beurre': 60, 'lait': 88, 'tabel': 254, 'poivre noir': 399, 'sel': 778, 'huile': 901}","{'bread': 2, 'egg': 0, 'onion': 348, 'parsley': 338, 'butter ': 60, 'milk': 88, 'coriander ': 254, 'white pepper': 399, 'salt': 778, 'cooking oil': 901}  "," 'bread' , 'egg' , 'onion' , 'parsley' , 'butter' , 'milk' , 'coriander' , 'white pepper' , 'salt' ,'cooking oil'",TUNISIE
18,"[' Fricassés ', '']",-   farine  -  huile  -   levure de boulanger - jaunes  œufs  -   sel -huile    - œufs    -   harissa - thon blanc      -   câpres -   olives   -   gruyère  -   fromage   ,"{'farine': 920, 'huile': 901, 'vinaigre': 322, 'pain': 2, 'sel': 778, 'eau': 794, 'jaunes  œufs': 983, 'œufs': 0, 'piment rouge ': 362, 'ail': 259, 'coriandre ': 254, 'carvi ': 326, ' huile ': 901, 'thon blanc': 679, 'câpres': 414, 'olives': 307, 'gruyère': 73, 'fromage': 62}","{'flour': 920, 'cooking oil': 901, 'vinegar ': 322, 'bread ': 2, 'salt': 778, 'water': 794, 'egg yolk ': 983, 'egg': 0, 'capsicum': 362, 'garlic': 259, 'coriander ': 254, 'caraway': 326, 'cooking oil': 901, 'albacore tuna': 679, 'capers': 414, 'olive': 307, 'gruyere cheese': 73, 'cheese': 62}   ","'flour' , 'cooking oil' , 'vinegar' , 'bread' , 'salt' ,'water'  , 'egg yolk' , 'egg'  , 'capsicum' , 'garlic' , 'coriander' , 'caraway' , 'cooking oil' , 'albacore tuna' ,'capers', 'olive' , 'olive' , 'cheese'",TUNISIE
20,"["" Odja à la cervelle d'agneau "", '']",- cervelles    -   huile -     tomate  -   harissa -    ail  - œufs  -   carvi    -  sel  ,"{'cervelles': 276, 'huile': 901, 'tomate': 364, 'piment rouge ': 362, 'ail': 259, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'œufs': 0, 'carvi': 326}","{'meat': 276, 'cooking oil': 901, 'tomato': 364, 'capsicum  ': 362, 'garlic ': 259, 'coriander': 254, 'salt': 778, 'caraway ': 326, 'cooking oil ': 901, 'egg': 0} ","'meat', 'cooking oil', 'tomato', 'capsicum', 'garlic', 'coriander', 'salt', 'caraway', 'cooking oil', 'egg'",TUNISIE
21,"[' Keftadji chakhchoukha ', '']",-   foie     -   pommes de terre - poivrons verts  - piments forts verts  - œufs  -   persil    -sel -   tomates  -   huile -   laurier  -     ail  -   poivre rouge -    sel -    poivre noir   ,"{'foie': 276, 'pommes de terre': 373, 'poivrons verts': 339, 'piments forts verts': 362, 'œufs': 0, 'persil': 338, 'sel': 778, 'tomates': 364, 'huile': 901, 'laurier': 305, 'ail': 259, 'poivre rouge': 339, 'poivre noir': 399}","{'meat': 276, 'potato': 373, 'pepper ': 339, 'capsicum ': 362, 'egg': 0, 'parsley': 338, 'salt': 778, 'tomato': 364, 'cooking oil': 901, 'laurel ': 305, 'garlic': 259, 'pepper': 339, 'white pepper': 399}"," 'meat' , 'potato'  ,  'pepper' , 'capsicum', 'egg' , 'parsley' , 'salt' , 'tomato' , 'cooking oil' , 'laurel' , 'garlic' , 'pepper', 'white pepper'",TUNISIE
22,"[' Keftadji ', '']",-   pommes de terre  -   courgettes  - poivrons  - piment fort  -   foie     -     tomate  -   vinaigre  - œuf  -   persil    -    ail -huile    -  poivre noir  -sel   ,"{'pommes de terre': 373, 'courgettes': 968, 'poivrons': 339, 'piment fort': 362, 'foie': 276, 'tomate': 364, 'vinaigre': 322, 'œuf': 0, 'persil': 338, 'ail': 259, 'huile': 901, 'poivre noir': 399, 'sel': 778}","{'potato': 373, 'green zucchini': 968, 'pepper': 339, 'capsicum ': 362, 'meat': 276, 'tomato': 364, 'vinegar ': 322, 'egg': 0, 'parsley': 338, 'garlic': 259, 'cooking oil': 901, 'white pepper': 399, 'salt': 778} ","'potato' , 'green zucchini' ,'pepper', 'capsicum' , 'meat'  , 'tomato'  , 'vinegar' ,'egg' , 'parsley' , 'garlic' ,'cooking oil' , 'white pepper' , 'salt'",TUNISIE
23,"[' Poivrons farcis ', '']",-     poivrons verts  - oignon      -   tomates -   huile  -    ail -   laurier -     persil  -    sel -    poivre noir      -   viande    - oignon      -     persil - jaune  œuf  -   sel  -  poivre noir  -   chapelure  ,"{'poivrons verts': 339, 'oignon': 348, 'tomates': 364, 'huile': 901, 'ail': 259, 'laurier': 305, 'persil': 338, 'sel': 778, 'poivre noir': 399, 'viande': 276, 'jaune  œuf': 983, 'chapelure': 2}","{'pepper': 339, 'onion': 348, 'tomato': 364, 'cooking oil': 901, 'garlic': 259, 'laurel ': 305, 'parsley': 338, 'salt': 778, 'pepper': 399, 'meat': 276, 'egg yolk': 983, 'chapelure': 2}  ","'pepper'  , 'onion' , 'tomato' , 'cooking oil' , 'garlic' , 'laurel' , 'parsley' , 'salt' , 'pepper' , 'meat' , 'bread'  , 'egg yolk'  ",TUNISIE
26,"[' Vol-au-vent à la tunisienne ', '']",- vol au vent  -        -   foie  -   huile - œufs    - œufs   -   tomates -   câpres  -   olives    -    sel -   poivre noir   ,"{'farine': 920, 'vinaigre': 322, 'eau': 794, 'sel': 778, 'beurre': 60, 'foie': 276, 'huile': 901, 'œufs': 0, 'tomates': 364, 'câpres': 414, 'olives': 307, 'poivre noir': 399}","{'flour': 920, 'vinegar ': 322, 'water': 794, 'salt': 778, 'butter': 60, 'meat': 276, 'cooking oil': 901, 'egg': 0, 'tomato': 364, 'capers': 414, 'olive': 307, 'white pepper': 399}","'flour' , 'vinegar' , 'water' , 'salt','butter' , 'meat' , 'cooking oil' , 'egg' , 'olive' , 'tomato' , 'white pepper' ,'capers'",TUNISIE
2,"["" Chkchouka d'aubergines"", '']",-   aubergines -   tomates - poivrons - oignons   -   huile -    tabel -sel -    harissa -   viande    ,"{'aubergines': 387, 'tomates': 364, 'poivrons': 339, 'oignons ': 348, 'huile': 901, 'tabel': 254, 'sel': 778, 'piment rouge ': 362, 'ail': 259, 'coriandre ': 254, 'carvi ': 326, ' huile ': 901, 'viande': 276}","{'eggplant ': 387, 'tomato': 364, 'pepper': 339, 'onion ': 348, 'cooking oil': 901, 'coriander ': 254, 'salt': 778, 'capsicum ': 362, 'garlic': 259, 'coriander  ': 254, 'caraway  ': 326, ' cooking oil': 901, 'meat': 276} ","'eggplant' , 'tomato' , 'pepper' ,'onion' , 'cooking oil' ,  'coriander'  ,'salt' ,'capsicum' , 'garlic' , 'coriander' , 'caraway' , 'cooking oil' ,'meat'",TUNISIE
3,"[' Chakchouka de printemps', '']",-   fèves       -   artichauts - pommes de terre - carottes -   oignons  s -   huile -    ail -   carvi -    tabel -    poivre noir -    sel -    harissa - œufs  ,"{'fèves': 284, 'artichauts': 157, 'pommes de terre': 373, 'carottes': 368, 'oignons ': 348, 'huile': 901, 'ail': 259, 'carvi': 326, 'tabel': 254, 'poivre noir': 399, 'sel': 778, 'piment rouge ': 362, 'coriandre ': 254, 'carvi ': 326, ' huile ': 901, 'œufs': 0}","{'beans': 284, 'artichoke': 157, 'potato': 373, 'carrot ': 368, 'onion ': 348, 'cooking oil': 901, 'garlic': 259, 'caraway ': 326, 'coriander ': 254, 'white pepper': 399, 'salt': 778, 'capsicum  ': 362, 'coriander  ': 254, 'caraway  ': 326, ' cooking oil ': 901, 'egg': 0}  ","'beans' , 'artichoke' ,'potato' , 'carrot' , 'onion' , 'cooking oil' , 'garlic' , 'caraway' , 'coriander' , 'white pepper' , 'salt' , 'capsicum' , 'coriander'   , 'caraway' ,'cooking oil' , 'egg'",TUNISIE
4,"[' Chakchouka de carottes', '']",-   carottes - oignon      -   huile  -      tomate  -     persil -sel  ,"{'carottes': 368, 'oignon': 348, 'huile': 901, 'tomate': 364, 'persil': 338, 'sel': 778}","{'carrot ': 368, 'onion': 348, 'cooking oil': 901, 'tomato': 364, 'parsley': 338, 'salt': 778}"," 'carrot' , 'onion' , 'cooking oil' , 'tomato' , 'parsley' ,'salt'  ",TUNISIE
5,"[' Chkchouka de chou-fleur', '']",-   chou fleur - carottes - pommes de terre - oignon         -     tomate  -    harissa -   merguez -    ail - œufs -   huile  -    carvi -    poivre noir -sel  ,"{'chou fleur': 354, 'carottes': 368, 'pommes de terre': 373, 'oignon': 348, 'tomate': 364, 'piment rouge ': 362, 'ail': 259, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'viande': 276, 'poivre rouge': 339, 'cumin': 332, 'gingembre': 333, 'poivre': 339, 'cannelle': 330, 'coriandre': 254, 'allspice': 375, 'clove': 331, 'piment': 362, 'tabel': 254, 'menthe': 262, 'graines de fenouil': 257, 'poivre noir': 399, 'huile': 901, 'œufs': 0, 'carvi': 326}","{'cauliflower ': 354, 'carrot': 368, 'potato': 373, 'onion': 348, 'tomato': 364, 'capsicum  ': 362, 'garlic': 259, 'coriander  ': 254, 'salt': 778, 'caraway  ': 326, ' cooking oil ': 901, 'meat': 276, 'pepper': 339, 'cumin': 332, 'ginger ': 333, 'pepper': 339, 'cinnamon ': 330, 'coriander': 254, 'allspice': 375, 'clove': 331, 'capsicum': 362, 'coriander': 254, 'mint': 262, 'fennel ': 257, 'white pepper': 399, 'cooking oil': 901, 'egg': 0, 'caraway ': 326}"," 'cauliflower'  , 'carrot'  ,'potato'  ,'onion'   ,'tomato' , 'capsicum' ,'garlic','coriander' , 'salt' ,'caraway' , 'cooking oil' , 'meat','pepper' , 'cumin'  ,  'ginger'   ,'pepper'     , 'cinnamon'  , 'coriander' ,'allspice' , 'clove' ,'capsicum' ,'coriander', 'mint'  , 'fennel'  , 'white pepper' , 'cooking oil' ,'egg'  , 'caraway'",TUNISIE
6,"[' Chakchouka aux champignons', '']",-   champignons -   tomates - poivrons -   oignon   -   huile -     tomate -   poivre rouge -   tabel -    sel - œufs  ,"{'champignons': 246, 'tomates': 364, 'poivrons': 339, 'oignon': 348, 'huile': 901, 'tomate': 364, 'poivre rouge': 339, 'tabel': 254, 'sel': 778, 'œufs': 0}","{'mushroom': 246, 'tomato': 364, 'pepper': 339, 'onion': 348, 'cooking oil': 901, 'tomato': 364, 'pepper': 339, 'coriander ': 254, 'salt': 778, 'egg': 0} ","'mushroom' ,'tomato','pepper' , 'onion' , 'cooking oil' ,'tomato' , 'pepper'  ,'coriander'  , 'salt' ,'egg'",TUNISIE
7,"[' Chakchouka de fèves ècossèes', '']",-   fèves     -   blettes -   artichauts -   oignon   -     tomate -   harissa -   huile -   tabel -    ail -   carvi -    poivre rouge -    sel  ,"{'fèves': 284, 'blettes': 382, 'artichauts': 157, 'oignon': 348, 'tomate': 364, 'piment rouge ': 362, 'ail': 259, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'huile': 901, 'tabel': 254, 'carvi': 326, 'poivre rouge': 339}","{'beans ': 284, 'chard': 382, 'artichoke': 157, 'onion': 348, 'tomato': 364, 'capsicum ': 362, 'garlic': 259, 'coriander  ': 254, 'salt': 778, 'caraway  ': 326, ' cooking oil  ': 901, 'cooking oil ': 901, 'coriander ': 254, 'caraway': 326, 'pepper': 339}  ","'beans' , 'chard' , 'artichoke' , 'onion' , 'tomato' , 'capsicum' , 'salt' , 'caraway' , 'cooking oil'  , 'cooking oil' , 'coriander' , 'caraway' , 'pepper'",TUNISIE
8,"[' Chkchouka de fèves fraîches en gousses', '']",-   fèves     -   blette -   oignon   -      tomate -   huile -   persil -    poivre rouge -     tabel -     sel  ,"{'fèves': 284, 'blette': 382, 'oignon': 348, 'tomate': 364, 'huile': 901, 'persil': 338, 'poivre rouge': 339, 'tabel': 254, 'sel': 778}","{'beans ': 284, 'chard ': 382, 'onion': 348, 'tomato': 364, 'cooking oil ': 901, 'parsley': 338, 'pepper': 339, 'coriander ': 254, 'salt': 778} "," 'beans'     , 'chard' , 'onion'    , 'tomato' , 'cooking oil'  , 'parsley' , 'pepper' , 'coriander' , 'salt'",TUNISIE
9,"[' Chakchouka aux meguez', '']",- aubergines - courgettes - tomates - oignons -    ail - poivrons   -   persil - œufs - merguez -  huile  olives -    poivre noir -    sel  ,"{'aubergines': 387, 'courgettes': 968, 'tomates': 364, 'oignons': 348, 'ail': 259, 'poivrons': 339, 'persil': 338, 'œufs': 0, 'viande': 276, 'poivre rouge': 339, 'cumin': 332, 'gingembre': 333, 'sel': 778, 'poivre': 339, 'cannelle': 330, 'coriandre': 254, 'allspice': 375, 'clove': 331, 'piment': 362, 'tabel': 254, 'menthe': 262, 'graines de fenouil': 257, 'poivre noir': 399, 'huile': 901, 'huile  olives': 979}","{'eggplant': 387, 'green zucchini ': 968, 'tomato': 364, 'onion': 348, 'garlic': 259, 'pepper': 339, 'parsley': 338, 'egg': 0, 'meat: 276, 'pepper': 339, 'cumin': 332, 'ginger': 333, 'salt': 778, 'pepper': 339, 'cinnamon ': 330, 'coriander': 254, 'allspice ': 375, 'clove': 331, 'capsicum': 362, 'coriander ': 254, 'mint': 262, 'fennel': 257, 'white pepper': 399, 'cooking oil': 901, 'olive oil': 979}  ","'eggplant' ,'green zucchini'  , 'tomato' , 'onion' ,'garlic','pepper','parsley' ,'egg' ,'meat','pepper','cumin'  , 'ginger' , 'salt' , 'pepper' , 'cinnamon'  , 'allspice' , 'clove' ,'capsicum' , 'coriander' , 'mint' ,'fennel' ,'white pepper'  , 'cooking oil' , 'olive oil'",TUNISIE
13,"[' Croquettes de chou-fleur', '']",-   chou fleur -   farine -   chapelure -   gruyère   -    ail -   poivre noir -sel -huile    ,"{'chou fleur': 354, 'farine': 920, 'chapelure': 2, 'gruyère': 73, 'ail': 259, 'poivre noir': 399, 'sel': 778, 'huile': 901}","{'cauliflower ': 354, 'flour': 920, 'bread ': 2, 'gruyere cheese ': 73, 'garlic': 259, 'white pepper': 399, 'salt': 778, 'cooking oil': 901}"," 'cauliflower'  , 'flour' , 'bread'  , 'gruyere cheese'    , 'garlic' , 'white pepper' ,'salt' ,'cooking oil'  ",TUNISIE
20,"[' Mezaoura', '']",-   courge rouge -   pois chiches   -   viande   -   huile - oignon     -    poivre noir -     sel  ,"{'courge rouge': 209, 'pois chiches': 417, 'viande': 276, 'huile': 901, 'oignon': 348, 'poivre noir': 399, 'sel': 778}","{'pumpkin ': 209, 'chickpea': 417, 'meat': 276, 'cooking oil': 901, 'onion': 348, 'white pepper': 399, 'salt': 778}  ","'pumpkin'  , 'chickpea'   , 'meat'    , 'cooking oil' , 'onion'      , 'white pepper'  , 'salt'",TUNISIE
21,"[' Odja aux poivrons', '']",-   poivrons -   huile -     tomate -   harissa -   carvi -   sel - œufs -    ail  ,"{'poivrons': 339, 'huile': 901, 'tomate': 364, 'piment rouge ': 362, 'ail': 259, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'carvi': 326, 'œufs': 0}","{'pepper': 339, 'cooking oil': 901, 'tomato': 364, 'capsicum': 362, 'garlic ': 259, 'coriander ': 254, 'salt': 778, 'caraway  ': 326, 'cooking oil': 901, 'caraway': 326, 'egg': 0}"," 'pepper' ,'cooking oil' , 'tomato' ,'capsicum' , 'garlic', 'coriander' , 'salt', 'caraway' , 'cooking oil' ,'caraway' , 'egg'",TUNISIE
