,recipe_name,Ingredients,Ingredients_alpha
16,"[' Lentilles au cèleri', '']",-   lentilles - oignons  s   -   huile -    cèleri -    poivre noir -   poivre rouge -    sel  ,"{'cèleri': 329, 'lentilles': 429, 'huile': 901, 'oignons  s': 348, 'sel': 778, 'poivre noir': 399, 'poivre rouge': 339}"
17,"[' Mahfour', 'navets à col violet en sauce', '']",-    navet -   raisins  s   - oignon     -   huile -   poivre rouge -    piment fort   -    sel  ,"{'navet': 358, 'huile': 901, 'sel': 778, 'oignon': 348, 'raisins  s': 182, 'poivre rouge': 339, 'piment fort': 362}"
18,"[' Mauves en sauce', '']",-   mauves -   persil -    ail -   coriandre -   huile  olives - citrons - citron   -  olives   -    sel -   poivre rouge -   piment fort    ,"{'coriandre': 254, 'citrons': 240, 'olives': 307, 'piment fort': 362, 'ail': 259, 'huile  olives': 979, 'mauves': None, 'sel': 778, 'poivre rouge': 339, 'citron': 240, 'persil': 338}"
19,"[' Mengoub', 'Fèves sèches en sauce', '']",-   fèves    - oignon     -    ail -   persil -   coriandre -   huile -    poivre rouge -   safran -    sel -    carvi  ,"{'coriandre': 254, 'huile': 901, 'ail': 259, 'safran': 340, 'sel': 778, 'oignon': 348, 'fèves': 284, 'poivre rouge': 339, 'persil': 338, 'carvi': 326}"
20,"[' Mezaoura', '']",-   courge rouge -   pois chiches   -   viande   -   huile - oignon     -    poivre noir -     sel  ,"{'huile': 901, 'viande': 276, 'pois chiches': 417, 'sel': 778, 'oignon': 348, 'poivre noir': 399, 'courge rouge': 209}"
21,"[' Odja aux poivrons', '']",-   poivrons -   huile -     tomate -   harissa -   carvi -   sel - œufs -    ail  ,"{'poivrons': 339, 'œufs': 0, 'huile': 901, 'tomate': 364, 'ail': 259, 'piment rouge ': 362, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'carvi': 326}"
22,"[' Patate douce en sauce', '']",-   patate   -   oignon   -    ail -   huile -   persil -   poivre rouge -    piment fort   -   cumin -   sel  ,"{'cumin': 332, 'huile': 901, 'ail': 259, 'patate': 373, 'sel': 778, 'oignon': 348, 'poivre rouge': 339, 'piment fort': 362, 'persil': 338}"
23,"[' Petits pois au four', 'Djelbana fel-koucha', '']",-   peits pois - oignon vert -   huile - œufs -   persil -    poivre rouge -    poivre noir -    sel -    piment fort    ,"{'oignon vert': 472, 'œufs': 0, 'huile': 901, 'peits pois': 288, 'sel': 778, 'poivre noir': 399, 'poivre rouge': 339, 'piment fort': 362, 'persil': 338}"
24,"[' Serrouda', 'pois chiches en purèe', '']",-   pois chiches   - oignon     -    ail -   beurre -   safran -    poivre noir -    sel  ,"{'beurre': 60, 'ail': 259, 'safran': 340, 'pois chiches': 417, 'sel': 778, 'oignon': 348, 'poivre noir': 399}"
25,"["" Tajine d'aubergines"", '']",-   aubergines -   fromage   -   chapelure  -   persil -   sauce tomate -sel -huile    ,"{'tomate': 364, 'beurre': 60, 'sel': 778, 'poivre noir': 399, 'persil': 338, 'thym': 269, 'laurier': 305, 'ail': 259, 'sucre': 781, 'oignon': 348, 'huile': 901, 'aubergines': 387, 'chapelure': 2, 'fromage': 62}"
26,"[' Tajine de pommes de terre', '']",-    pommes de terre -   viande   - oignon vert -   gruyère   -   persil -   beurre -  lait -   safran -   poivre noir -    sel - œufs  ,"{'oignon vert': 472, 'pommes de terre': 373, 'œufs': 0, 'gruyère': 73, 'viande': 276, 'beurre': 60, 'safran': 340, 'sel': 778, 'poivre noir': 399, 'lait': 88, 'persil': 338}"
27,"[' Tbikha', 'jardinière', '']",-   fèves  -     pois   -   artichauts -    ail - piment rouge   -   huile -   riz -   coriandre -    poivre rouge -    poivre noir -    sel -citron  ,"{'riz': 55, 'coriandre': 254, 'huile': 901, 'ail': 259, 'citron': 240, 'artichauts': 157, 'sel': 778, 'fèves': 284, 'poivre noir': 399, 'poivre rouge': 339, 'pois': 288, 'piment rouge': 362}"
28,"[' Topinambours en sauce', '']",-    topinambour - oignon      -   huile -   persil -   poivre rouge -   piment fort   -     sel  ,"{'topinambour': 573, 'huile': 901, 'sel': 778, 'oignon': 348, 'poivre rouge': 339, 'piment fort': 362, 'persil': 338}"
29,"[' Tbikha de blettes', '']",-   blettes - carottes - navets - pomme de terre -    cardon - oignon      -  huile -   persil -     tomate -    poivre rouge -   tabel -    sel  ,"{'pomme de terre': 373, 'cardon': 527, 'huile': 901, 'tomate': 364, 'carottes': 368, 'tabel': None, 'blettes': 382, 'oignon': 348, 'sel': 778, 'navets': 358, 'poivre rouge': 339, 'persil': 338}"
30,"[' Tbikha de courge rouge', '']",-   courge rouge - poivrons -   fèvettes -     tomate -   harissa - oignon     -   huile -   poivre rouge -   tabel -    sel  ,"{'poivrons': 339, 'fèvettes': 284, 'huile': 901, 'tomate': 364, 'tabel': None, 'piment rouge ': 362, 'ail': 259, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'oignon': 348, 'courge rouge': 209, 'poivre rouge': 339}"
31,"[' Tchaktchouka aux courgettes', ""Tchaktchouka bel-qar'a"", '']",-   poivrons verts -   tomates -   courgettes - piment vert -   huile -    ail - œufs -    sel -   poivre rouge -    poivre noir  ,"{'piment vert': 362, 'œufs': 0, 'huile': 901, 'ail': 259, 'courgettes': 968, 'sel': 778, 'poivre noir': 399, 'tomates': 364, 'poivre rouge': 339, 'poivrons verts': 339}"
32,"[' Timbale de pommes de terre', '']",-   pommes de terre -   beurre -huile   -   viande   - œufs -   oignon   -     persil -sel -poivre noir  ,"{'œufs': 0, 'pommes de terre': 373, 'huile': 901, 'viande': 276, 'beurre': 60, 'sel': 778, 'oignon': 348, 'poivre noir': 399, 'persil': 338}"
