,recipe_name,Ingredients,Ingredients_alpha
10,"[' Couscous au poulet farci', ""Kesksou be djedj m'ammar"", '']",-   couscous   - poulet    -   oignons  s - tomates -  pois chiches    -   smen  -  huile -    poivre rouge -   poivre noir -sel -   viande   -abattis de poulet - œuf -     carvi -   sel -    ras lhanout  ,"{'abattis de poulet': None, 'couscous': 864, 'huile': 901, 'viande': 276, 'poulet': 272, 'oignons  s': 348, 'œuf': 0, 'cumin': 332, 'gingembre': 333, 'sel': 778, 'poivre': 339, 'cannelle': 330, 'coriandre': 254, 'allspice': 375, 'clove': 331, 'piment': 362, 'pois chiches': 417, 'smen': 60, 'poivre noir': 399, 'tomates': 364, 'poivre rouge': 339, 'carvi': 326}"
11,"[' Couscous aux oignons et au miel ', '']",-   couscous   - poulet   ou      mouton -    oignons  s -   beurre -   miel -   safran  - cannelle -   poivre noir -   cannelle   -   sel  ,"{'miel': 315, 'couscous': 864, 'beurre': 60, 'poulet': 272, 'oignons  s': 348, 'safran': 340, 'cannelle': 330, 'sel': 778, 'poivre noir': 399}"
12,"[' Couscous saycouk', '']",-   couscous     -   beurre -     sel -    lben  ,"{'lben': 788, 'sel': 778, 'couscous': 864, 'beurre': 60}"
13,"[' Couscous aux raisins secs et pois chiches', '']",-   couscous   - poulet   ou      mouton -   oignons -   pois chiches   -   raisins  s   -   beurre -   safran -    poivre noir -   sel  ,"{'couscous': 864, 'beurre': 60, 'poulet': 272, 'safran': 340, 'pois chiches': 417, 'sel': 778, 'poivre noir': 399, 'raisins  s': 182, 'oignons': 348}"
14,"[' Mesfouf gras', '']",-   couscous     -   beurre -    sel -   fruits       -   lait  -   sucre - jaunes  œufs -   ma zena -   eau de rose  ,"{'ma zena': None, 'sucre': 781, 'eau de rose': None, 'noix': 297, 'noisettes': 293, 'pistache': 439, 'amande': 281, 'couscous': 864, 'beurre': 60, 'sel': 778, 'lait': 88, 'jaunes  œufs': None}"
15,"["" Couscous à la viande de conserve (khli')"", '']",-   couscous   -   viande -   oignons  s - tomates -   choux -   courges -   carottes - pommes de terre -   fèvettes - piment fort -   beurre -   safran -   poivre noir -   poivre rouge -   sel  ,"{'pommes de terre': 373, 'couscous': 864, 'fèvettes': 284, 'viande': 276, 'carottes': 368, 'oignons  s': 348, 'beurre': 60, 'safran': 340, 'poivre rouge': 339, 'poivre noir': 399, 'sel': 778, 'tomates': 364, 'choux': 353, 'piment fort': 362, 'courges': 526}"
16,"[' Macaroni à la sauce tomate', '']",-   spaghettis -   thon blanc     - œufs   -  poivrons rouge -    câpres -    laurier -    ail -   harissa -   tomates -piment de cayenne -poivre noir -sel  ,"{'poivrons rouge': 362, 'œufs': 0, 'thon blanc': 679, 'ail': 259, 'piment de cayenne': 362, 'piment rouge ': 362, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'poivre noir': 399, 'tomates': 364, 'câpres': 414, 'spaghettis': 484, 'laurier': 305}"
17,"[' Mesfouf de riz aux raisins secs', 'roz mfawwar be-zbib', '']",-   riz -   beurre -   raisins  s -   sucre -   huile  ,"{'sucre': 781, 'riz': 55, 'huile': 901, 'beurre': 60, 'raisins  s': 182}"
18,"[' Mhammsa (ou berkoukès):prèparation', 'Petits plombs', '']",-   semoule   -   semouline -   farine -   eau -sel  ,"{'farine': 920, 'sel': 778, 'semoule': 869, 'eau': 794, 'semouline': 869}"
19,"[' Mhammsa à la sauce tomate', '']",-   mhammsa -   tomates -   huile -   smen -   beurre -    ail -    poivre rouge -    poivre noir -    sel -    piment fort    ,"{'huile': 901, 'semoule': 869, 'semouline': 869, 'sel': 778, 'beurre': 60, 'ail': 259, 'smen': 60, 'poivre noir': 399, 'tomates': 364, 'poivre rouge': 339, 'piment fort': 362}"
20,"[' Mhammsa au poulet ', 'Tajine berkoukès be djedj', '']",-    mhammsa - poulet    -   navets - oignons  s   -    sel -  pois chiches   -   smen -    poivre noir -    cannelle  ,"{'semoule': 869, 'semouline': 869, 'sel': 778, 'poulet': 272, 'oignons  s': 348, 'cannelle': 330, 'pois chiches': 417, 'smen': 60, 'poivre noir': 399, 'navets': 358}"
21,"[' Mhammsa aux raisins secs', '']",-   mhammsa -   beurre -   raisins  s -   sucre     -   huile -sel  ,"{'sucre': 781, 'huile': 901, 'semoule': 869, 'semouline': 869, 'sel': 778, 'beurre': 60, 'raisins  s': 182}"
22,"[' Mhammas au scure', 'mhammsa hloua', '']",-   mhammsa -   dattes  -   beurre -     sel -   sucre  ,"{'sucre': 781, 'dattes': 177, 'semoule': 869, 'semouline': 869, 'sel': 778, 'beurre': 60}"
23,"[' Pâtes à la tunisienne', '']",-   pâtes -     veau -      tomate -   huile -    ail -   laurier -   tabel -    poivre noir -    sel  ,"{'huile': 901, 'tomate': 364, 'ail': 259, 'tabel': None, 'laurier': 305, 'sel': 778, 'poivre noir': 399, 'pâtes': 484, 'veau': 270}"
24,"[' Rechta au poulet ', '']",-   rechta - poulet   -   navets -   smen -     pois chiches   - oignons  s   -   beurre -    cannelle -    poivre noir -    sel  ,"{'beurre': 60, 'poulet': 272, 'oignons  s': 348, 'cannelle': 330, 'pois chiches': 417, 'smen': 60, 'sel': 778, 'poivre noir': 399, 'navets': 358, 'rechta': None}"
25,"[' Rekhsis', 'Galette de semoule au sèsame', '']",-   semouline -    huile ou    smen -   sel -    levure de boulanger -   graines de sèsame -   eau de rose ou  eau de fleur  oranger -     eau  ,"{'eau de rose': None, 'huile': 901, 'graines de sèsame': None, 'levure de boulanger': None, 'sel': 778, 'eau': 794, 'semouline': 869}"
26,"[' Rfis aux noix', '']",-   semoule   -      huile -    eau -     sel   -noix    -   beurre -sucre     -   eau -   sucre -  eau de rose ou  eau de fleur  oranger  ,"{'sucre': 781, 'eau de rose': None, 'huile': 901, 'beurre': 60, 'sel': 778, 'noix': 297, 'semoule': 869, 'eau': 794}"
27,"[' Rfissa', 'couscous sucrè', '']",-   couscous    -   huile -   sucre     -   graines de fenouil  -   dattes    ,"{'sucre': 781, 'huile': 901, 'dattes': 177, 'couscous': 864, 'graines de fenouil': None}"
28,"[' Riz aux crevettes', '']",-   crevettes -   riz -   huile -    ail -   tomates -   thym -   laurier -   safran -    poivre noir -    sel -huile    ,"{'crevettes': 145, 'riz': 55, 'huile': 901, 'ail': 259, 'safran': 340, 'sel': 778, 'thym': 269, 'poivre noir': 399, 'tomates': 364, 'laurier': 305}"
29,"[' Riz qlaya\t', '']",-   riz -  huile -   sel  ,"{'riz': 55, 'sel': 778, 'huile': 901}"
30,"[' Riz au poulet', '']",- poulet   -   riz -     pois   - carottes - oignon      - tomates -    ail -   beurre -   safran -   laurier -    poivre noir -   gingembre -    sel  ,"{'riz': 55, 'beurre': 60, 'carottes': 368, 'poulet': 272, 'ail': 259, 'gingembre': 333, 'safran': 340, 'sel': 778, 'oignon': 348, 'poivre noir': 399, 'tomates': 364, 'pois': 288, 'laurier': 305}"
31,"[' Riz à la vapeur', '']", -   riz -   beurre -   huile -sel  ,"{'riz': 55, 'sel': 778, 'huile': 901, 'beurre': 60}"
32,"[' Tlitli au poulet', '']",- poulet    -   tlitli  -     pois chiches   - oignons  s   -   smen - œufs   -   beurre -   poivre noir -    cannelle -    gingembre -    sel  ,"{'œufs': 0, 'beurre': 60, 'poulet': 272, 'oignons  s': 348, 'gingembre': 333, 'cannelle': 330, 'pois chiches': 417, 'semouline': 869, 'sel': 778, 'eau': 794, 'smen': 60, 'poivre noir': 399}"
33,"[' Trid', 'crêpes', '']",-   semouline -   farine -    sel -oignon -huile -eau  ,"{'farine': 920, 'huile': 901, 'sel': 778, 'oignon': 348, 'eau': 794, 'semouline': 869}"
34,"[' Tortmèches', 'Raviolis tunisien', '']",-   semouline -   sel -eau -    agneau -   oignon   -   persil -   beurre -    poivre noir -sel  ,"{'beurre': 60, 'persil': 338, 'agneau': 275, 'sel': 778, 'oignon': 348, 'poivre noir': 399, 'eau': 794, 'semouline': 869}"
35,"[' Vermicelles au lait', '']",-   vermicelles -   eau -    lait  -   beurre -   sel -   sucre     -     eau de fleur  oranger   ,"{'sucre': 781, 'beurre': 60, 'vermicelles': 484, 'sel': 778, 'lait': 88, 'eau de fleur  oranger': 121, 'eau': 794}"
