,recipe_name,Ingredients,Ingredients_alpha
10,"[' Briouats à la viande hachée ', '']",-     boeuf ou de mouton  ossée  -   graisse de boeuf ou de mouton  - œufs  -   beurre  - oignon  -   coriandre -   persil  -   cannelle  -   cumin -   poivre   -  piment de cayenne   -sel -   bastèla  -huile    ,"{'cannelle': 330, 'coriandre': 254, 'persil': 338, 'boeuf': 270, 'poivre': 339, 'graisse de boeuf': None, 'semouline': 869, 'farine': 920, 'sel': 778, 'water': 794, 'piment de cayenne': 362, 'œufs': 0, 'cumin': 332, 'oignon': 348, 'beurre': 60, 'huile': 901}"
11,"[' Bourak aux anchois', '']",-   dioul -    anchois  -    ail -   tomates -   poivrons verts -   huile - blanc  oeuf  -    carvi -    sel -huile    ,"{'anchois': 720, 'carvi': 326, 'ail': 259, 'tomates': 364, 'blanc  oeuf': None, 'poivrons verts': 339, 'semouline': 869, 'farine': 920, 'sel': 778, 'water': 794, 'huile': 901}"
12,"[' Bourak annabi ', '']",-   dioul -   viande    - œufs  -   oignon   -   beurre  -   persil -poivre noir -sel -harissa -huile     ,"{'persil': 338, 'poivre noir': 399, 'piment rouge ': 362, 'ail': 259, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'viande': 276, 'œufs': 0, 'semouline': 869, 'farine': 920, 'water': 794, 'oignon': 348, 'beurre': 60, 'huile': 901}"
13,"[' Bourak à la viande ', '']",-     mouton    -   crevettes -   dioul  -   oignon   -   beurre -     persil - œuf   -sel -poivre noir  -huile    ,"{'œuf': 0, 'persil': 338, 'poivre noir': 399, 'crevettes': 145, 'semouline': 869, 'farine': 920, 'sel': 778, 'water': 794, 'oignon': 348, 'mouton': 277, 'beurre': 60, 'huile': 901}"
14,"[' Bourek aux sardines', '']",-   dioul -   sardines  -   oignon   -   persil -  œufs -   huile -    poivre noir -   sel - citron  -huile    ,"{'persil': 338, 'poivre noir': 399, 'citron': 240, 'œufs': 0, 'semouline': 869, 'farine': 920, 'sel': 778, 'water': 794, 'oignon': 348, 'sardines': 683, 'huile': 901}"
15,"[' Bourek au poison', '']",-   dioul -    poissons -   persil - œufs  - anchois  -    poivre noir  -  sel -huile     ,"{'anchois': 720, 'persil': 338, 'poivre noir': 399, 'œufs': 0, 'poissons': 151, 'semouline': 869, 'farine': 920, 'sel': 778, 'water': 794, 'huile': 901}"
16,"[' Croquettes à la mie de pain (kefta)', '']",-   mie de pain    - œufs  - oignon     -   persil  -   beurre -  lait -   tabel  -   poivre noir -  sel -huile    ,"{'lait': 88, 'persil': 338, 'poivre noir': 399, 'sel': 778, 'œufs': 0, 'mie de pain': 2, 'tabel': None, 'oignon': 348, 'beurre': 60, 'huile': 901}"
17,"['Escargots ', '']",-   escargots  -    grains  anis vert  -   carvi  -   thym  -    thé vert  -     réglisse - piment fort -   sel -    poivre   -    absinthe -     menthe  -   marjolaine  -   sauge  -écorces   orange amére -écorces   orange   - grains de gomme mastic -    eau   ,"{'thym': 269, 'piment fort': 362, 'sauge': 265, 'grains de gomme mastic': None, 'absinthe': None, 'eau': 794, 'thé vert': 49, 'poivre': 339, 'grains  anis vert': None, 'écorces   orange amére': None, 'escargots': 751, 'écorces   orange': 122, 'réglisse': None, 'menthe': 262, 'carvi': 326, 'sel': 778, 'marjolaine': 335}"
18,"[' Fricassés ', '']",-   farine  -  huile  -   levure de boulanger - jaunes  œufs  -   sel -huile    - œufs    -   harissa - thon blanc      -   câpres -   olives   -   gruyère  -   fromage  -   variantes   ,"{'gruyère': 73, 'levure de boulanger': None, 'piment rouge ': 362, 'ail': 259, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'câpres': 414, 'variantes': None, 'œufs': 0, 'thon blanc': 679, 'olives': 307, 'farine': 920, 'fromage': 62, 'jaunes  œufs': None, 'huile': 901}"
19,"[' Foie en sauce relevée ', '']", -   foie  agneau  -    ail -   huile - piment     -    poivre    -   carvi -    poivre noir -    sel -   farine  -huile   -   vinaigre   ,"{'vinaigre': 322, 'poivre noir': 399, 'poivre': 339, 'ail': 259, 'piment': 362, 'foie  agneau': None, 'carvi': 326, 'sel': 778, 'farine': 920, 'huile': 901}"
20,"["" Odja à la cervelle d'agneau "", '']",- cervelles  agneau -   huile -     tomate  -   harissa -    ail  - œufs  -   carvi    -  sel  ,"{'piment rouge ': 362, 'ail': 259, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'cervelles  agneau': None, 'œufs': 0, 'carvi': 326, 'tomate': 364, 'huile': 901}"
21,"[' Keftadji chakhchoukha ', '']",-   foie  agneau  -   pommes de terre - poivrons verts  - piments forts verts  - œufs  -   persil    -sel -   tomates  -   huile -   laurier  -     ail  -   poivre   -    sel -    poivre noir   ,"{'piments forts verts': 362, 'persil': 338, 'poivre noir': 399, 'tomates': 364, 'ail': 259, 'poivre': 339, 'foie  agneau': None, 'œufs': 0, 'poivrons verts': 339, 'laurier': 305, 'sel': 778, 'pommes de terre': 373, 'huile': 901}"
22,"[' Keftadji ', '']",-   pommes de terre  -   courgettes  - poivrons  - piment fort  -   foie  agneau  -     tomate  -   vinaigre  - œuf  -   persil    -    ail -huile    -  poivre noir  -sel   ,"{'piment fort': 362, 'vinaigre': 322, 'œuf': 0, 'persil': 338, 'poivre noir': 399, 'ail': 259, 'courgettes': 968, 'foie  agneau': None, 'poivrons': 339, 'sel': 778, 'tomate': 364, 'pommes de terre': 373, 'huile': 901}"
23,"[' Poivrons farcis ', '']",-     poivrons verts  - oignon      -   tomates -   huile  -    ail -   laurier -     persil  -    sel -    poivre noir      -   viande    - oignon      -     persil - jaune  œuf  -   sel  -  poivre noir  -   chapelure  ,"{'persil': 338, 'poivre noir': 399, 'chapelure': 2, 'tomates': 364, 'ail': 259, 'viande': 276, 'poivrons verts': 339, 'laurier': 305, 'jaune  œuf': None, 'sel': 778, 'oignon': 348, 'huile': 901}"
24,"[' Rate de veau farcie ', '']",- rate de veau  -   graisse -   viande    -   huile  olives  -   beurre  -  ail  -    laurier     -   romarin     -   poivre noir  -    piment fort    -    coriandre   -sel  ,"{'graisse': None, 'rate de veau': None, 'piment fort': 362, 'romarin': 264, 'poivre noir': 399, 'coriandre': 254, 'ail': 259, 'viande': 276, 'laurier': 305, 'huile  olives': 979, 'sel': 778, 'beurre': 60}"
25,"[' Tajine malsouqa ', '']",-   malsouqa -    agneau -   haricots blancs    -   oignon   - œufs   - œufs   -   fromage    -   beurre  -    poivre noir  -   huile  -safarn -sel  ,"{'poivre noir': 399, 'agneau': 275, 'safarn': 340, 'œufs': 0, 'semouline': 869, 'farine': 920, 'sel': 778, 'water': 794, 'haricots blancs': 286, 'oignon': 348, 'fromage': 62, 'beurre': 60, 'huile': 901}"
26,"[' Vol-au-vent à la tunisienne ', '']",- vol au vent  -     veau  -   foie  -   huile - œufs    - œufs   -   tomates -   câpres  -   olives    -    sel -   poivre noir   ,"{'poivre noir': 399, 'câpres': 414, 'tomates': 364, 'foie': None, 'veau': 270, 'œufs': 0, 'sel': 778, 'olives': 307, 'vol au vent': None, 'huile': 901}"
